id_polo_1;"no_municipio_polo_2";"no_polo_3";"polo_dependencia_administrativa_4";"polo_status_5";"polo_conceito_6";id_ies_7;id_ies_8;"ies_uf_9";"sg_ies_10";"no_curso_11";id_curso_12;"tipo_curso_13";"dt_inicio_real_oferta_14";"dt_provavel_fim_15";"dt_fim_curso_16";qt_vagas_17;qt_alunos_formado_18;qt_alunos_nao_concluinte_19;qt_alunos_desvinculado_20;qt_alunos_cadastrado_21
 6;"SENA MADUREIRA";"SENA MADUREIRA - CSU";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"LETRAS PORTUGUES"; 165;"LICENCIATURA";"03/2014";"08/2018";"03/2018"; 40; 0; 0; 0; 38
 6;"SENA MADUREIRA";"SENA MADUREIRA - CSU";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"03/2009";"01/2013";"03/2013"; 20; 3; 3; 10; 16
 6;"SENA MADUREIRA";"SENA MADUREIRA - CSU";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 15; 2; 0; 1; 3
 6;"SENA MADUREIRA";"SENA MADUREIRA - CSU";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";"03/2009";"01/2014";"03/2013"; 20; 15; 3; 6; 24
 6;"SENA MADUREIRA";"SENA MADUREIRA - CSU";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";;"09/2011";"10/2011"; 15; 0; 0; 0; 0
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 33; 33;"AM";"UFAM";"ADMINISTRACAO PUBLICA"; 892;"BACHARELADO";"10/2013";"09/2017";"09/2017"; 50; 0; 0; 0; 48
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"05/2014";"04/2016";"05/2016"; 49; 0; 0; 0; 18
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"10/2011";"09/2013";"10/2013"; 50; 18; 11; 20; 49
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"10/2013";"09/2015";"10/2015"; 50; 13; 2; 13; 28
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"10/2014";"09/2016";"09/2016"; 50; 0; 0; 0; 22
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";;"09/2014";"10/2014"; 50; 0; 0; 0; 0
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"ARTES VISUAIS"; 163;"LICENCIATURA";"03/2009";"01/2013";"03/2013"; 20; 21; 5; 9; 35
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"ARTES VISUAIS"; 163;"LICENCIATURA";"03/2014";"02/2018";"09/2017"; 25; 0; 0; 0; 19
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"ARTES VISUAIS"; 163;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 20; 14; 0; 5; 19
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"03/2009";"01/2013";"03/2013"; 20; 0; 0; 13; 13
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 15; 0; 0; 1; 1
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";"03/2009";"01/2013";"03/2013"; 20; 10; 2; 11; 23
 7;"TARAUACA";"TARAUACA - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 15; 0; 0; 1; 1
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"12/2008";"08/2009";"09/2009"; 60; 1; 0; 1; 2
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO EM SAUDE"; 24;"ESPECIALIZAÇÃO";"05/2010";"04/2011";"11/2009"; 60; 19; 0; 13; 32
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"05/2014";"04/2016";"05/2016"; 30; 0; 0; 0; 3
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 37; 37;"RJ";"UFF";"PLANEJAMENTO, IMPLEMENTACAO E GESTAO DA EDUCACAO A DISTANCIA"; 280;"ESPECIALIZAÇÃO";"10/2014";"09/2016";"09/2016"; 30; 0; 0; 0; 14
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 45; 45;"MG";"UFOP";"GESTAO DE POLITICAS PUBLICAS EM GENERO E RACA"; 1221;"ESPECIALIZAÇÃO";"11/2010";"08/2011";"10/2011"; 40; 5; 0; 38; 43
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"ARTES VISUAIS"; 163;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 20; 13; 0; 8; 21
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"EDUCACAO EM DIREITOS HUMANOS"; 997;"APERFEIÇOAMENTO";;"02/2012";"09/2011"; 100; 0; 0; 0; 0
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"03/2009";"01/2013";"02/2013"; 20; 0; 0; 4; 4
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"MUSICA"; 166;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 15; 0; 0; 2; 2
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"PEDAGOGIA"; 167;"LICENCIATURA";"03/2014";"01/2019";"09/2018"; 30; 0; 0; 4; 30
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";"10/2007";"01/2012";"10/2011"; 15; 3; 1; 6; 10
 8;"XAPURI";"XAPURI - CENTRO";"Estadual";"ATIVO";"AA"; 65; 65;"DF";"UnB";"TEATRO"; 168;"LICENCIATURA";;"01/2013";"02/2013"; 0; 0; 0; 0; 0
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO"; 21;"ESPECIALIZAÇÃO";"06/2010";"05/2011";"11/2010"; 40; 14; 3; 11; 28
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO"; 21;"ESPECIALIZAÇÃO";"12/2009";"11/2010";"11/2009"; 30; 28; 0; 14; 42
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO"; 21;"ESPECIALIZAÇÃO";"12/2013";"11/2014";"02/2013"; 40; 25; 0; 7; 32
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"11/2009";"07/2010";"09/2010"; 60; 36; 0; 5; 41
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"12/2013";"08/2014";"11/2012"; 35; 21; 0; 5; 26
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO DE PROJETOS DE INVESTIMENTOS EM SAUDE"; 23;"APERFEIÇOAMENTO";"11/2009";"07/2010";"09/2010"; 30; 10; 0; 3; 13
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO DE PROJETOS DE INVESTIMENTOS EM SAUDE"; 23;"APERFEIÇOAMENTO";;"04/2012";"04/2012"; 60; 0; 0; 0; 0
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO EM SAUDE"; 24;"ESPECIALIZAÇÃO";"03/2010";"02/2011";"09/2010"; 90; 35; 0; 26; 61
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO EM SAUDE"; 24;"ESPECIALIZAÇÃO";"11/2012";"10/2013";"02/2013"; 90; 63; 0; 27; 90
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO EM SAUDE"; 24;"ESPECIALIZAÇÃO";"12/2008";"11/2009";"11/2009"; 60; 27; 0; 33; 60
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"VIGILANCIA SANITARIA"; 25;"APERFEIÇOAMENTO";"12/2012";"08/2013";"11/2012"; 60; 15; 0; 11; 26
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"ADMINISTRACAO - PILOTO"; 264;"BACHARELADO";"07/2006";"12/2010";"12/2009"; 250; 5; 120; 0; 125
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"ADMINISTRACAO PUBLICA"; 767;"BACHARELADO";"09/2009";"12/2013";"09/2013"; 100; 31; 8; 68; 107
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"ADMINISTRACAO PUBLICA"; 767;"BACHARELADO";"10/2012";"07/2016";"08/2016"; 75; 0; 0; 27; 73
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"EDUCACAO DO CAMPO"; 265;"ESPECIALIZAÇÃO";"12/2009";"05/2011";"04/2012"; 50; 0; 51; 1; 52
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"EDUCACAO EM DIREITOS HUMANOS"; 1026;"ESPECIALIZAÇÃO";"05/2011";"10/2012";"11/2012"; 100; 0; 247; 0; 247
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"ENSINO DE GEOGRAFIA"; 1712;"ESPECIALIZAÇÃO";"11/2014";"04/2016";"11/2015"; 30; 0; 0; 7; 30
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"ESTRATEGIAS DIDATICAS PARA A EDUCACAO BASICA COM USO DE TIC"; 1710;"ESPECIALIZAÇÃO";"09/2014";"06/2016";"04/2016"; 30; 0; 0; 0; 44
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"FISICA"; 32;"LICENCIATURA";"02/2010";"02/2014";"12/2014"; 120; 0; 8; 33; 41
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"FISICA"; 32;"LICENCIATURA";"03/2009";"02/2013";"12/2013"; 50; 3; 4; 44; 51
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"FISICA"; 32;"LICENCIATURA";"04/2012";"02/2016";"08/2016"; 25; 0; 0; 14; 22
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"FISICA"; 32;"LICENCIATURA";"09/2007";"12/2011";"12/2011"; 50; 6; 5; 48; 60
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"FISICA"; 32;"LICENCIATURA";"09/2014";"08/2018";"08/2018"; 45; 0; 0; 4; 24
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GENERO E DIVERSIDADE NA ESCOLA"; 266;"APERFEIÇOAMENTO";"10/2009";"09/2010";"05/2010"; 60; 32; 0; 27; 59
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO EM SAUDE"; 768;"ESPECIALIZAÇÃO";"08/2010";"01/2012";"04/2011"; 150; 68; 7; 79; 154
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO EM SAUDE"; 768;"ESPECIALIZAÇÃO";"08/2012";"01/2014";"09/2013"; 75; 43; 0; 20; 63
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO PUBLICA"; 769;"ESPECIALIZAÇÃO";"08/2010";"01/2012";"04/2011"; 150; 47; 3; 138; 188
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO PUBLICA"; 769;"ESPECIALIZAÇÃO";"08/2012";"01/2014";"09/2013"; 75; 35; 0; 31; 66
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO PUBLICA MUNICIPAL"; 770;"ESPECIALIZAÇÃO";"08/2010";"01/2012";"04/2011"; 150; 70; 11; 78; 159
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"GESTAO PUBLICA MUNICIPAL"; 770;"ESPECIALIZAÇÃO";"08/2012";"01/2014";"09/2013"; 75; 26; 1; 37; 64
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"MATEMATICA"; 267;"LICENCIATURA";"04/2010";"02/2014";"03/2014"; 100; 0; 37; 51; 88
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"MATEMATICA"; 267;"LICENCIATURA";"04/2012";"02/2016";"08/2016"; 30; 0; 0; 0; 19
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"MATEMATICA"; 267;"LICENCIATURA";"04/2015";"03/2019";"08/2018"; 50; 0; 0; 1; 35
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"MATEMATICA"; 267;"LICENCIATURA";"09/2009";"08/2013";"12/2013"; 50; 0; 17; 32; 49
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"MIDIAS NA EDUCACAO"; 1052;"ESPECIALIZAÇÃO";"09/2014";"04/2016";"09/2012"; 150; 0; 0; 0; 150
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"PEDAGOGIA"; 33;"LICENCIATURA";"03/2009";"10/2012";"12/2012"; 50; 20; 31; 14; 65
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"PEDAGOGIA"; 33;"LICENCIATURA";"03/2010";"09/2013";"12/2013"; 50; 2; 70; 0; 72
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"PEDAGOGIA"; 33;"LICENCIATURA";"03/2012";"09/2015";"08/2016"; 25; 0; 0; 0; 26
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"PEDAGOGIA"; 33;"LICENCIATURA";"09/2007";"10/2011";"12/2012"; 100; 55; 42; 12; 109
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"PEDAGOGIA"; 33;"LICENCIATURA";"09/2014";"02/2018";"08/2019"; 70; 0; 0; 0; 58
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"SISTEMAS DE INFORMACAO"; 31;"BACHARELADO";"01/2015";"12/2018";"08/2018"; 50; 0; 0; 1; 49
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"SISTEMAS DE INFORMACAO"; 31;"BACHARELADO";"03/2009";"02/2013";"12/2012"; 50; 8; 27; 18; 53
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"SISTEMAS DE INFORMACAO"; 31;"BACHARELADO";"03/2010";"01/2014";"12/2013"; 50; 2; 35; 9; 46
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"SISTEMAS DE INFORMACAO"; 31;"BACHARELADO";"09/2007";"01/2012";"12/2011"; 50; 6; 22; 24; 52
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"TECNOLOGIA DA INFORMACAO PARA EDUCADORES"; 1749;"ESPECIALIZAÇÃO";"12/2014";"06/2016";"02/2016"; 25; 0; 0; 0; 22
 9;"MACEIO";"MACEIO - TABULEIRO DO MARTINS";"Municipal";"ATIVO";"AA"; 43; 43;"MS";"UFMS";"EDUCACAO AMBIENTAL - ESCOLAS SUSTENTAVEIS E COM VIDA"; 944;"APERFEIÇOAMENTO";"11/2010";"01/2011";"02/2011"; 40; 12; 0; 28; 40
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"ADMINISTRACAO PUBLICA"; 856;"BACHARELADO";"02/2011";"12/2014";"02/2015"; 50; 11; 37; 0; 48
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"ADMINISTRACAO PUBLICA"; 856;"BACHARELADO";"03/2010";"12/2013";"02/2014"; 50; 2; 48; 0; 50
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"ADMINISTRACAO PUBLICA"; 856;"BACHARELADO";"04/2014";"07/2018";"08/2018"; 50; 0; 0; 0; 47
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"ADMINISTRACAO PUBLICA"; 856;"BACHARELADO";"10/2012";"07/2016";"04/2017"; 50; 0; 0; 14; 46
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"BIOLOGIA"; 182;"LICENCIATURA";"02/2010";"02/2014";"03/2014"; 50; 1; 29; 3; 34
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"BIOLOGIA"; 182;"LICENCIATURA";"02/2011";"01/2015";"02/2015"; 50; 0; 28; 5; 33
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"BIOLOGIA"; 182;"LICENCIATURA";"02/2012";"02/2016";"08/2016"; 35; 0; 0; 5; 35
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"BIOLOGIA"; 182;"LICENCIATURA";"04/2014";"03/2018";"08/2018"; 35; 0; 0; 0; 32
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"BIOLOGIA"; 182;"LICENCIATURA";"05/2013";"07/2017";"09/2017"; 35; 0; 0; 1; 35
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"GESTAO PUBLICA MUNICIPAL"; 805;"ESPECIALIZAÇÃO";"08/2014";"10/2015";"02/2016"; 35; 0; 36; 0; 36
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"GESTAO PUBLICA MUNICIPAL"; 805;"ESPECIALIZAÇÃO";"10/2013";"06/2015";"01/2014"; 50; 8; 22; 15; 45
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"02/2009";"07/2012";"07/2011"; 50; 19; 0; 31; 50
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"02/2010";"11/2012";"02/2013"; 50; 11; 12; 30; 53
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"02/2011";"06/2013";"06/2014"; 50; 10; 22; 18; 50
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"04/2014";"07/2016";"08/2016"; 45; 0; 0; 0; 32
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"05/2013";"08/2015";"09/2015"; 45; 0; 0; 3; 45
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";"12/2007";"10/2010";"07/2010"; 50; 25; 2; 17; 44
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"HOTELARIA"; 1;"TECNOLOGO";;"07/2014";"12/2014"; 50; 0; 0; 0; 0
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"LETRAS PORTUGUES"; 183;"LICENCIATURA";"02/2009";"10/2012";"07/2012"; 50; 2; 31; 14; 47
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"LETRAS PORTUGUES"; 183;"LICENCIATURA";"02/2010";"01/2014";"07/2014"; 50; 0; 34; 18; 52
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"LETRAS PORTUGUES"; 183;"LICENCIATURA";"02/2011";"12/2014";"07/2015"; 50; 0; 36; 14; 50
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"LETRAS PORTUGUES"; 183;"LICENCIATURA";"04/2014";"03/2018";"08/2018"; 50; 0; 0; 0; 42
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 1; 1;"AL";"IFAL";"LETRAS PORTUGUES"; 183;"LICENCIATURA";"05/2013";"06/2017";"09/2017"; 50; 0; 0; 0; 42
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"12/2008";"08/2009";"08/2009"; 60; 4; 0; 0; 4
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO DE PROJETOS DE INVESTIMENTOS EM SAUDE"; 23;"APERFEIÇOAMENTO";"11/2009";"07/2010";"09/2010"; 30; 2; 0; 3; 5
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"GESTAO EM SAUDE"; 24;"ESPECIALIZAÇÃO";"05/2010";"04/2011";"11/2009"; 60; 26; 0; 26; 52
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"VIGILANCIA SANITARIA"; 25;"APERFEIÇOAMENTO";"10/2009";"06/2010";"09/2010"; 30; 14; 2; 10; 26
 10;"MARAGOGI";"MARAGOGI - CENTRO";"Municipal";"ATIVO";"AA"; 32; 32;"AL";"UFAL";"CIENCIAS SOCIAIS"; 1497;"LICENCIATURA";"02/2014";"12/2017";"02/2018"; 30; 0; 0; 0; 13
